onset	duration	trial_type	trial_type_id	response_time	repsonse_accuracy	bad_epoch	outliers	event_num
NaN	0.2	SCRAMBLED	0	NaN	0	1	1	NaN
NaN	0.2	FACES	1	0.765799126342245	1	1	0	NaN
NaN	0.2	FACES	1	0.550545311635688	1	1	0	NaN
NaN	0.2	SCRAMBLED	0	0.895328297768174	1	1	0	NaN
NaN	0.2	FACES	1	0.464902166274896	1	1	0	NaN
NaN	0.2	FACES	1	0.671035458235565	1	1	0	NaN
203.0732421875	0.2	SCRAMBLED	0	0.60656305765724	1	0	0	5
204.62353515625	0.2	SCRAMBLED	0	0.71063559925733	1	0	0	11
206.2431640625	0.2	FACES	1	0.46234645188224	1	0	0	17
207.52294921875	0.2	SCRAMBLED	0	0.516307130041696	1	0	0	25
208.7431640625	0.2	FACES	1	0.420200255481177	1	0	0	33
210.0927734375	0.2	FACES	1	0.487014966640345	1	0	0	41
211.29296875	0.2	SCRAMBLED	0	0.525866232333101	1	0	0	49
212.6728515625	0.2	FACES	1	0.433590665530119	1	0	0	57
213.892578125	0.2	FACES	1	0.4265193626984	1	0	0	65
215.142578125	0.2	FACES	1	0.478492095305683	1	0	0	73
216.38232421875	0.2	FACES	1	0.42524527855403	1	0	0	81
217.5625	0.2	FACES	1	0.410017543181766	1	0	0	89
218.93212890625	0.2	FACES	1	0.57194485428181	1	0	0	97
220.33203125	0.2	FACES	1	0.685708705909747	1	0	0	105
221.73193359375	0.2	FACES	1	0.681453910813161	1	0	0	113
223.27197265625	0.2	FACES	1	0.490287259037814	1	0	0	119
224.45166015625	0.2	SCRAMBLED	0	0.513221981014794	1	0	0	127
225.671875	0.2	SCRAMBLED	0	0.555016528985561	1	0	0	135
226.99169921875	0.2	SCRAMBLED	0	0.445827125405685	1	0	0	143
228.25146484375	0.2	FACES	1	0.493722547274956	1	0	0	151
229.55126953125	0.2	SCRAMBLED	0	0.499493505521059	1	0	0	159
230.89111328125	0.2	SCRAMBLED	0	0.553283038048903	1	0	0	167
232.22119140625	0.2	FACES	1	0.415985001968238	1	0	0	175
233.3212890625	0.2	SCRAMBLED	0	0.87996473252997	1	0	0	183
235.03125	0.2	SCRAMBLED	0	0.606769217209603	1	0	0	188
236.49072265625	0.2	SCRAMBLED	0	0.81754125002135	1	0	0	196
238.2109375	0.2	SCRAMBLED	0	0.409432569224919	1	0	0	201
239.6005859375	0.2	FACES	1	0.530245689061758	1	0	0	209
240.8505859375	0.2	FACES	1	0.355089152687015	1	0	0	217
242.00048828125	0.2	FACES	1	0.357010088838706	1	0	0	225
243.23046875	0.2	FACES	1	0.346748897061389	1	0	0	233
244.50048828125	0.2	SCRAMBLED	0	0.646695048065794	1	0	0	241
245.97021484375	0.2	FACES	1	0.526553531455647	1	0	0	249
247.419921875	0.2	SCRAMBLED	0	NaN	0	0	1	257
248.6201171875	0.2	SCRAMBLED	0	0.630986474967358	1	0	0	265
249.90966796875	0.2	SCRAMBLED	0	0.317958096788061	1	0	0	273
251.1396484375	0.2	FACES	1	0.521806428555919	1	0	0	281
252.33984375	0.2	SCRAMBLED	0	0.530699662658662	1	0	0	289
253.58984375	0.2	SCRAMBLED	0	0.43745668536485	1	0	0	297
254.689453125	0.2	FACES	1	0.530252329632731	1	0	0	305
255.90966796875	0.2	SCRAMBLED	0	0.540178172563174	1	0	0	313
257.2294921875	0.2	FACES	1	0.428730974763312	1	0	0	321
258.55908203125	0.2	FACES	1	0.47372476884766	1	0	0	329
259.72900390625	0.2	FACES	1	0.496547204802482	1	0	0	337
261.09912109375	0.2	FACES	1	0.356489105840865	1	0	0	345
262.26904296875	0.2	SCRAMBLED	0	0.548381390946361	1	0	0	353
263.62890625	0.2	SCRAMBLED	0	0.58602467636274	1	0	0	361
265.11865234375	0.2	FACES	1	0.46395890331587	1	0	0	369
266.44873046875	0.2	FACES	1	0.492741251953248	1	0	0	377
267.7685546875	0.2	FACES	1	0.385699469478823	1	0	0	385
268.96826171875	0.2	FACES	1	0.431458438476056	1	0	0	393
270.25830078125	0.2	FACES	1	0.321261479133227	1	0	0	401
271.318359375	0.2	SCRAMBLED	0	0.500152129450271	1	0	0	409
