index, name                                                   , type      , volume-mm3 
1   , ctx-rh-lateralorbitofrontal_1                          , cortical  ,      937.0 
2   , ctx-rh-lateralorbitofrontal_2                          , cortical  ,      681.0 
3   , ctx-rh-lateralorbitofrontal_3                          , cortical  ,     1359.0 
4   , ctx-rh-lateralorbitofrontal_4                          , cortical  ,      985.0 
5   , ctx-rh-lateralorbitofrontal_5                          , cortical  ,      661.0 
6   , ctx-rh-lateralorbitofrontal_6                          , cortical  ,     1222.0 
7   , ctx-rh-lateralorbitofrontal_7                          , cortical  ,     1115.0 
8   , ctx-rh-parsorbitalis_1                                 , cortical  ,     1216.0 
9   , ctx-rh-parsorbitalis_2                                 , cortical  ,      992.0 
10  , ctx-rh-frontalpole_1                                   , cortical  ,      958.0 
11  , ctx-rh-medialorbitofrontal_1                           , cortical  ,     1032.0 
12  , ctx-rh-medialorbitofrontal_2                           , cortical  ,     1254.0 
13  , ctx-rh-medialorbitofrontal_3                           , cortical  ,      869.0 
14  , ctx-rh-medialorbitofrontal_4                           , cortical  ,      670.0 
15  , ctx-rh-medialorbitofrontal_5                           , cortical  ,     1122.0 
16  , ctx-rh-parstriangularis_1                              , cortical  ,      480.0 
17  , ctx-rh-parstriangularis_2                              , cortical  ,      828.0 
18  , ctx-rh-parstriangularis_3                              , cortical  ,     1600.0 
19  , ctx-rh-parstriangularis_4                              , cortical  ,      967.0 
20  , ctx-rh-parsopercularis_1                               , cortical  ,     1149.0 
21  , ctx-rh-parsopercularis_2                               , cortical  ,      596.0 
22  , ctx-rh-parsopercularis_3                               , cortical  ,     1582.0 
23  , ctx-rh-parsopercularis_4                               , cortical  ,      735.0 
24  , ctx-rh-rostralmiddlefrontal_1                          , cortical  ,     1772.0 
25  , ctx-rh-rostralmiddlefrontal_2                          , cortical  ,     2052.0 
26  , ctx-rh-rostralmiddlefrontal_3                          , cortical  ,      853.0 
27  , ctx-rh-rostralmiddlefrontal_4                          , cortical  ,     1747.0 
28  , ctx-rh-rostralmiddlefrontal_5                          , cortical  ,     1232.0 
29  , ctx-rh-rostralmiddlefrontal_6                          , cortical  ,     1634.0 
30  , ctx-rh-rostralmiddlefrontal_7                          , cortical  ,     1577.0 
31  , ctx-rh-rostralmiddlefrontal_8                          , cortical  ,      714.0 
32  , ctx-rh-rostralmiddlefrontal_9                          , cortical  ,      980.0 
33  , ctx-rh-rostralmiddlefrontal_10                         , cortical  ,     1268.0 
