COND	ACC	RT	nameCOND	outliers	bad_trials
1	1	0.811667490201216	FACES	0	0
1	1	0.538386494932638	FACES	0	0
0	1	0.537165528356127	SCRAMBLED	0	0
0	1	0.471950519007805	SCRAMBLED	0	1
0	1	0.36346982703617	SCRAMBLED	0	0
0	1	0.346667878075095	SCRAMBLED	0	0
0	1	0.473452202251792	SCRAMBLED	0	0
0	1	0.498972063862311	SCRAMBLED	0	0
0	1	0.409152389609517	SCRAMBLED	0	0
1	1	0.420055666414555	FACES	0	0
1	1	0.486766322090261	FACES	0	0
1	1	0.428685440074332	FACES	0	0
1	1	0.436533432901342	FACES	0	0
1	1	0.351503750887787	FACES	0	0
1	1	0.312078755210678	FACES	0	0
0	1	0.523993577924557	SCRAMBLED	0	0
1	1	0.353887427787413	FACES	0	0
1	1	0.413576846487558	FACES	0	0
0	1	0.528419544039934	SCRAMBLED	0	0
1	1	0.324425760853046	FACES	0	0
1	1	0.498065620689886	FACES	0	0
0	1	0.487764224562852	SCRAMBLED	0	0
1	1	0.384942539109034	FACES	0	0
1	1	0.368862001800153	FACES	0	0
1	1	0.317649019045348	FACES	0	0
0	1	0.492483584865113	SCRAMBLED	0	0
1	1	0.375339010653988	FACES	0	0
0	1	0.546146952456183	SCRAMBLED	0	0
0	1	0.452926984387886	SCRAMBLED	0	0
0	1	0.394929411831981	SCRAMBLED	0	0
1	1	0.436545204891445	FACES	0	0
1	1	0.435575072238862	FACES	0	0
0	1	0.489360989256966	SCRAMBLED	0	0
0	1	0.403011033373332	SCRAMBLED	0	0
1	1	0.402060218857514	FACES	0	0
0	1	0.511504402875289	SCRAMBLED	0	0
0	1	0.57675080419358	SCRAMBLED	0	0
1	1	0.356452514060948	FACES	0	0
0	1	0.89736093130341	SCRAMBLED	0	0
0	1	0.587257757364569	SCRAMBLED	0	0
1	1	0.453939979153802	FACES	0	0
0	1	0.454284687148174	SCRAMBLED	0	0
0	1	0.557676861310028	SCRAMBLED	0	0
0	1	0.467525156589545	SCRAMBLED	0	0
1	1	0.773095812823158	FACES	0	0
0	1	0.504096803178982	SCRAMBLED	0	0
1	1	0.660678446904058	FACES	0	0
0	1	0.489581638594245	SCRAMBLED	0	0
1	1	0.461448093523359	FACES	0	0
1	1	0.388411050094874	FACES	0	0
0	1	0.493869962981989	SCRAMBLED	0	0
0	1	0.46709925205505	SCRAMBLED	0	0
1	1	0.436924021469167	FACES	0	0
0	1	0.512639343378396	SCRAMBLED	0	0
0	1	0.50250909386159	SCRAMBLED	0	0
1	1	0.502336739864404	FACES	0	0
1	1	0.357442870386876	FACES	0	0
1	1	0.382215663445095	FACES	0	0
1	1	0.423090726722876	FACES	0	0
0	1	0.477885110816715	SCRAMBLED	0	0
0	1	0.491658941926289	SCRAMBLED	0	0
1	1	0.423648537904228	FACES	0	0
1	1	0.443162270232278	FACES	0	0
1	1	0.312140935460775	FACES	0	0
0	1	0.43310053973255	SCRAMBLED	0	0
1	1	0.349024388844555	FACES	0	0
1	1	0.418080688836199	FACES	0	0
1	1	0.341500880331296	FACES	0	0
1	1	0.448439441715891	FACES	0	0
1	1	0.348328634096106	FACES	0	0
1	1	0.31813861306	FACES	0	0
0	1	0.493912825102598	SCRAMBLED	0	0
1	1	0.386835716457426	FACES	0	0
1	1	0.418651479390974	FACES	0	0
0	1	0.51342202973683	SCRAMBLED	0	0
0	1	0.443345188832609	SCRAMBLED	0	0
1	1	0.392104134411056	FACES	0	0
1	1	0.388082038087305	FACES	0	0
1	1	0.391848470953846	FACES	0	0
