index, name                                                   , type      , volume-mm3 
1   , ctx-rh-lateralorbitofrontal_1                          , cortical  ,      907.0 
2   , ctx-rh-lateralorbitofrontal_2                          , cortical  ,      672.0 
3   , ctx-rh-lateralorbitofrontal_3                          , cortical  ,     1098.0 
4   , ctx-rh-lateralorbitofrontal_4                          , cortical  ,      962.0 
5   , ctx-rh-lateralorbitofrontal_5                          , cortical  ,      589.0 
6   , ctx-rh-lateralorbitofrontal_6                          , cortical  ,     1038.0 
7   , ctx-rh-lateralorbitofrontal_7                          , cortical  ,     1061.0 
8   , ctx-rh-parsorbitalis_1                                 , cortical  ,     1232.0 
9   , ctx-rh-parsorbitalis_2                                 , cortical  ,     1087.0 
10  , ctx-rh-frontalpole_1                                   , cortical  ,      974.0 
11  , ctx-rh-medialorbitofrontal_1                           , cortical  ,     1002.0 
12  , ctx-rh-medialorbitofrontal_2                           , cortical  ,     1369.0 
13  , ctx-rh-medialorbitofrontal_3                           , cortical  ,      744.0 
14  , ctx-rh-medialorbitofrontal_4                           , cortical  ,      548.0 
15  , ctx-rh-medialorbitofrontal_5                           , cortical  ,      879.0 
16  , ctx-rh-parstriangularis_1                              , cortical  ,      564.0 
17  , ctx-rh-parstriangularis_2                              , cortical  ,      938.0 
18  , ctx-rh-parstriangularis_3                              , cortical  ,     1340.0 
19  , ctx-rh-parstriangularis_4                              , cortical  ,      786.0 
20  , ctx-rh-parsopercularis_1                               , cortical  ,      852.0 
21  , ctx-rh-parsopercularis_2                               , cortical  ,      552.0 
22  , ctx-rh-parsopercularis_3                               , cortical  ,     1445.0 
23  , ctx-rh-parsopercularis_4                               , cortical  ,      704.0 
24  , ctx-rh-rostralmiddlefrontal_1                          , cortical  ,     2208.0 
25  , ctx-rh-rostralmiddlefrontal_2                          , cortical  ,     1377.0 
26  , ctx-rh-rostralmiddlefrontal_3                          , cortical  ,      709.0 
27  , ctx-rh-rostralmiddlefrontal_4                          , cortical  ,     1490.0 
28  , ctx-rh-rostralmiddlefrontal_5                          , cortical  ,      988.0 
29  , ctx-rh-rostralmiddlefrontal_6                          , cortical  ,     1274.0 
30  , ctx-rh-rostralmiddlefrontal_7                          , cortical  ,     1426.0 
31  , ctx-rh-rostralmiddlefrontal_8                          , cortical  ,     1017.0 
32  , ctx-rh-rostralmiddlefrontal_9                          , cortical  ,     1180.0 
33  , ctx-rh-rostralmiddlefrontal_10                         , cortical  ,     1337.0 
34  , ctx-rh-rostralmiddlefrontal_11                         , cortical  ,      701.0 
35  , ctx-rh-rostralmiddlefrontal_12                         , cortical  ,      895.0 
36  , ctx-rh-rostralmiddlefrontal_13                         , cortical  ,     1646.0 
37  , ctx-rh-superiorfrontal_1                               , cortical  ,     1645.0 
38  , ctx-rh-superiorfrontal_2                               , cortical  ,      769.0 
39  , ctx-rh-superiorfrontal_3                               , cortical  ,     1123.0 
40  , ctx-rh-superiorfrontal_4                               , cortical  ,     1267.0 
41  , ctx-rh-superiorfrontal_5                               , cortical  ,      818.0 
42  , ctx-rh-superiorfrontal_6                               , cortical  ,     2128.0 
43  , ctx-rh-superiorfrontal_7                               , cortical  ,     1125.0 
44  , ctx-rh-superiorfrontal_8                               , cortical  ,     1603.0 
45  , ctx-rh-superiorfrontal_9                               , cortical  ,     1759.0 
46  , ctx-rh-superiorfrontal_10                              , cortical  ,      891.0 
47  , ctx-rh-superiorfrontal_11                              , cortical  ,      813.0 
48  , ctx-rh-superiorfrontal_12                              , cortical  ,      869.0 
49  , ctx-rh-superiorfrontal_13                              , cortical  ,      746.0 
50  , ctx-rh-superiorfrontal_14                              , cortical  ,      447.0 
51  , ctx-rh-superiorfrontal_15                              , cortical  ,      751.0 
52  , ctx-rh-superiorfrontal_16                              , cortical  ,      801.0 
53  , ctx-rh-superiorfrontal_17                              , cortical  ,     1276.0 
54  , ctx-rh-caudalmiddlefrontal_1                           , cortical  ,      804.0 
55  , ctx-rh-caudalmiddlefrontal_2                           , cortical  ,     1347.0 
56  , ctx-rh-caudalmiddlefrontal_3                           , cortical  ,      806.0 
57  , ctx-rh-caudalmiddlefrontal_4                           , cortical  ,     1309.0 
58  , ctx-rh-caudalmiddlefrontal_5                           , cortical  ,     1329.0 
59  , ctx-rh-precentral_1                                    , cortical  ,      425.0 
60  , ctx-rh-precentral_2                                    , cortical  ,      705.0 
61  , ctx-rh-precentral_3                                    , cortical  ,      270.0 
62  , ctx-rh-precentral_4                                    , cortical  ,      890.0 
63  , ctx-rh-precentral_5                                    , cortical  ,      510.0 
64  , ctx-rh-precentral_6                                    , cortical  ,      589.0 
65  , ctx-rh-precentral_7                                    , cortical  ,      397.0 
66  , ctx-rh-precentral_8                                    , cortical  ,      469.0 
67  , ctx-rh-precentral_9                                    , cortical  ,      887.0 
68  , ctx-rh-precentral_10                                   , cortical  ,     1090.0 
69  , ctx-rh-precentral_11                                   , cortical  ,      296.0 
70  , ctx-rh-precentral_12                                   , cortical  ,      934.0 
71  , ctx-rh-precentral_13                                   , cortical  ,      970.0 
72  , ctx-rh-precentral_14                                   , cortical  ,      660.0 
73  , ctx-rh-precentral_15                                   , cortical  ,      423.0 
74  , ctx-rh-precentral_16                                   , cortical  ,      685.0 
75  , ctx-rh-paracentral_1                                   , cortical  ,      425.0 
76  , ctx-rh-paracentral_2                                   , cortical  ,      423.0 
77  , ctx-rh-paracentral_3                                   , cortical  ,      605.0 
78  , ctx-rh-paracentral_4                                   , cortical  ,      651.0 
79  , ctx-rh-paracentral_5                                   , cortical  ,      502.0 
80  , ctx-rh-paracentral_6                                   , cortical  ,      320.0 
