index, name                                                   , type      , volume-mm3 
1   , ctx-rh-lateralorbitofrontal_1                          , cortical  ,     2176.0 
2   , ctx-rh-lateralorbitofrontal_2                          , cortical  ,     2625.0 
3   , ctx-rh-lateralorbitofrontal_3                          , cortical  ,     1897.0 
4   , ctx-rh-lateralorbitofrontal_4                          , cortical  ,     1243.0 
5   , ctx-rh-parsorbitalis_1                                 , cortical  ,     3295.0 
6   , ctx-rh-frontalpole_1                                   , cortical  ,     1249.0 
7   , ctx-rh-medialorbitofrontal_1                           , cortical  ,     2927.0 
8   , ctx-rh-medialorbitofrontal_2                           , cortical  ,     1684.0 
9   , ctx-rh-medialorbitofrontal_3                           , cortical  ,     1197.0 
10  , ctx-rh-parstriangularis_1                              , cortical  ,     1061.0 
11  , ctx-rh-parstriangularis_2                              , cortical  ,     3289.0 
12  , ctx-rh-parsopercularis_1                               , cortical  ,     1714.0 
13  , ctx-rh-parsopercularis_2                               , cortical  ,     2550.0 
14  , ctx-rh-rostralmiddlefrontal_1                          , cortical  ,     3950.0 
15  , ctx-rh-rostralmiddlefrontal_2                          , cortical  ,     2308.0 
16  , ctx-rh-rostralmiddlefrontal_3                          , cortical  ,     4197.0 
17  , ctx-rh-rostralmiddlefrontal_4                          , cortical  ,     2345.0 
18  , ctx-rh-rostralmiddlefrontal_5                          , cortical  ,     2054.0 
19  , ctx-rh-rostralmiddlefrontal_6                          , cortical  ,     2677.0 
20  , ctx-rh-superiorfrontal_1                               , cortical  ,     3257.0 
21  , ctx-rh-superiorfrontal_2                               , cortical  ,     3705.0 
22  , ctx-rh-superiorfrontal_3                               , cortical  ,     3960.0 
23  , ctx-rh-superiorfrontal_4                               , cortical  ,     3230.0 
24  , ctx-rh-superiorfrontal_5                               , cortical  ,     2895.0 
25  , ctx-rh-superiorfrontal_6                               , cortical  ,     2316.0 
26  , ctx-rh-superiorfrontal_7                               , cortical  ,     1311.0 
27  , ctx-rh-superiorfrontal_8                               , cortical  ,     2001.0 
28  , ctx-rh-caudalmiddlefrontal_1                           , cortical  ,     1702.0 
29  , ctx-rh-caudalmiddlefrontal_2                           , cortical  ,     1119.0 
30  , ctx-rh-caudalmiddlefrontal_3                           , cortical  ,     3615.0 
31  , ctx-rh-precentral_1                                    , cortical  ,     1963.0 
32  , ctx-rh-precentral_2                                    , cortical  ,     2209.0 
33  , ctx-rh-precentral_3                                    , cortical  ,     2133.0 
34  , ctx-rh-precentral_4                                    , cortical  ,     2253.0 
35  , ctx-rh-precentral_5                                    , cortical  ,     2489.0 
36  , ctx-rh-precentral_6                                    , cortical  ,     2640.0 
37  , ctx-rh-paracentral_1                                   , cortical  ,     1173.0 
38  , ctx-rh-paracentral_2                                   , cortical  ,     1946.0 
39  , ctx-rh-paracentral_3                                   , cortical  ,     1317.0 
40  , ctx-rh-rostralanteriorcingulate_1                      , cortical  ,     2100.0 
41  , ctx-rh-caudalanteriorcingulate_1                       , cortical  ,     2632.0 
42  , ctx-rh-posteriorcingulate_1                            , cortical  ,     1831.0 
43  , ctx-rh-posteriorcingulate_2                            , cortical  ,     1636.0 
44  , ctx-rh-isthmuscingulate_1                              , cortical  ,     2500.0 
45  , ctx-rh-postcentral_1                                   , cortical  ,     1884.0 
46  , ctx-rh-postcentral_2                                   , cortical  ,     1895.0 
47  , ctx-rh-postcentral_3                                   , cortical  ,     2401.0 
48  , ctx-rh-postcentral_4                                   , cortical  ,     1932.0 
49  , ctx-rh-postcentral_5                                   , cortical  ,     3013.0 
50  , ctx-rh-supramarginal_1                                 , cortical  ,     2289.0 
51  , ctx-rh-supramarginal_2                                 , cortical  ,     4558.0 
52  , ctx-rh-supramarginal_3                                 , cortical  ,     3296.0 
53  , ctx-rh-supramarginal_4                                 , cortical  ,     2844.0 
54  , ctx-rh-superiorparietal_1                              , cortical  ,     2635.0 
55  , ctx-rh-superiorparietal_2                              , cortical  ,     1503.0 
56  , ctx-rh-superiorparietal_3                              , cortical  ,     2127.0 
57  , ctx-rh-superiorparietal_4                              , cortical  ,     1588.0 
58  , ctx-rh-superiorparietal_5                              , cortical  ,     1573.0 
59  , ctx-rh-superiorparietal_6                              , cortical  ,      724.0 
60  , ctx-rh-superiorparietal_7                              , cortical  ,     1638.0 
61  , ctx-rh-inferiorparietal_1                              , cortical  ,     3691.0 
62  , ctx-rh-inferiorparietal_2                              , cortical  ,     6107.0 
63  , ctx-rh-inferiorparietal_3                              , cortical  ,     2430.0 
64  , ctx-rh-inferiorparietal_4                              , cortical  ,     2502.0 
65  , ctx-rh-inferiorparietal_5                              , cortical  ,     3220.0 
66  , ctx-rh-inferiorparietal_6                              , cortical  ,     2425.0 
67  , ctx-rh-precuneus_1                                     , cortical  ,      981.0 
68  , ctx-rh-precuneus_2                                     , cortical  ,     1680.0 
69  , ctx-rh-precuneus_3                                     , cortical  ,     1564.0 
70  , ctx-rh-precuneus_4                                     , cortical  ,     2544.0 
71  , ctx-rh-precuneus_5                                     , cortical  ,     3057.0 
72  , ctx-rh-cuneus_1                                        , cortical  ,     1191.0 
73  , ctx-rh-cuneus_2                                        , cortical  ,     2030.0 
74  , ctx-rh-pericalcarine_1                                 , cortical  ,      931.0 
75  , ctx-rh-pericalcarine_2                                 , cortical  ,     1123.0 
76  , ctx-rh-lateraloccipital_1                              , cortical  ,     1551.0 
77  , ctx-rh-lateraloccipital_2                              , cortical  ,     1602.0 
78  , ctx-rh-lateraloccipital_3                              , cortical  ,     1846.0 
79  , ctx-rh-lateraloccipital_4                              , cortical  ,     2902.0 
80  , ctx-rh-lateraloccipital_5                              , cortical  ,     2789.0 
81  , ctx-rh-lingual_1                                       , cortical  ,     3229.0 
82  , ctx-rh-lingual_2                                       , cortical  ,     1681.0 
83  , ctx-rh-lingual_3                                       , cortical  ,     2876.0 
84  , ctx-rh-fusiform_1                                      , cortical  ,     2144.0 
85  , ctx-rh-fusiform_2                                      , cortical  ,     2445.0 
86  , ctx-rh-fusiform_3                                      , cortical  ,     2748.0 
87  , ctx-rh-fusiform_4                                      , cortical  ,     3743.0 
88  , ctx-rh-parahippocampal_1                               , cortical  ,     3048.0 
89  , ctx-rh-entorhinal_1                                    , cortical  ,     2846.0 
90  , ctx-rh-temporalpole_1                                  , cortical  ,     2763.0 
91  , ctx-rh-inferiortemporal_1                              , cortical  ,     3445.0 
92  , ctx-rh-inferiortemporal_2                              , cortical  ,     2411.0 
93  , ctx-rh-inferiortemporal_3                              , cortical  ,     2973.0 
94  , ctx-rh-inferiortemporal_4                              , cortical  ,     4309.0 
95  , ctx-rh-middletemporal_1                                , cortical  ,     5275.0 
96  , ctx-rh-middletemporal_2                                , cortical  ,     2380.0 
97  , ctx-rh-middletemporal_3                                , cortical  ,     2385.0 
98  , ctx-rh-middletemporal_4                                , cortical  ,     3755.0 
99  , ctx-rh-bankssts_1                                      , cortical  ,     3692.0 
100 , ctx-rh-superiortemporal_1                              , cortical  ,     2124.0 
101 , ctx-rh-superiortemporal_2                              , cortical  ,     1731.0 
102 , ctx-rh-superiortemporal_3                              , cortical  ,     2094.0 
103 , ctx-rh-superiortemporal_4                              , cortical  ,     1203.0 
104 , ctx-rh-superiortemporal_5                              , cortical  ,     3887.0 
105 , ctx-rh-transversetemporal_1                            , cortical  ,      844.0 
106 , ctx-rh-insula_1                                        , cortical  ,     1661.0 
107 , ctx-rh-insula_2                                        , cortical  ,     2566.0 
108 , ctx-rh-insula_3                                        , cortical  ,     2848.0 
109 , Right-Thalamus_Proper                                  , subcortical,     9340.0 
110 , Right-Caudate                                          , subcortical,     4594.0 
111 , Right-Putamen                                          , subcortical,     5743.0 
112 , Right-Pallidum                                         , subcortical,     2436.0 
113 , Right-Accumbens_area                                   , subcortical,      662.0 
114 , Right-Hippocampus                                      , subcortical,     4759.0 
115 , Right-Amygdala                                         , subcortical,     2316.0 
116 , ctx-lh-lateralorbitofrontal_1                          , cortical  ,     2127.0 
117 , ctx-lh-lateralorbitofrontal_2                          , cortical  ,     2674.0 
118 , ctx-lh-lateralorbitofrontal_3                          , cortical  ,     2601.0 
119 , ctx-lh-lateralorbitofrontal_4                          , cortical  ,     2163.0 
120 , ctx-lh-parsorbitalis_1                                 , cortical  ,     2923.0 
121 , ctx-lh-frontalpole_1                                   , cortical  ,      827.0 
122 , ctx-lh-medialorbitofrontal_1                           , cortical  ,     2744.0 
123 , ctx-lh-medialorbitofrontal_2                           , cortical  ,     1515.0 
124 , ctx-lh-medialorbitofrontal_3                           , cortical  ,     1036.0 
125 , ctx-lh-parstriangularis_1                              , cortical  ,     1423.0 
126 , ctx-lh-parstriangularis_2                              , cortical  ,     4144.0 
127 , ctx-lh-parsopercularis_1                               , cortical  ,     2566.0 
128 , ctx-lh-parsopercularis_2                               , cortical  ,     2505.0 
129 , ctx-lh-rostralmiddlefrontal_1                          , cortical  ,     2548.0 
130 , ctx-lh-rostralmiddlefrontal_2                          , cortical  ,     4315.0 
131 , ctx-lh-rostralmiddlefrontal_3                          , cortical  ,     5121.0 
132 , ctx-lh-rostralmiddlefrontal_4                          , cortical  ,     2039.0 
133 , ctx-lh-rostralmiddlefrontal_5                          , cortical  ,      854.0 
134 , ctx-lh-rostralmiddlefrontal_6                          , cortical  ,     1895.0 
135 , ctx-lh-superiorfrontal_1                               , cortical  ,     2956.0 
136 , ctx-lh-superiorfrontal_2                               , cortical  ,     3922.0 
137 , ctx-lh-superiorfrontal_3                               , cortical  ,     3860.0 
138 , ctx-lh-superiorfrontal_4                               , cortical  ,     3010.0 
139 , ctx-lh-superiorfrontal_5                               , cortical  ,     3800.0 
140 , ctx-lh-superiorfrontal_6                               , cortical  ,     2955.0 
141 , ctx-lh-superiorfrontal_7                               , cortical  ,     2076.0 
142 , ctx-lh-superiorfrontal_8                               , cortical  ,     2125.0 
143 , ctx-lh-caudalmiddlefrontal_1                           , cortical  ,     1786.0 
144 , ctx-lh-caudalmiddlefrontal_2                           , cortical  ,     1168.0 
145 , ctx-lh-caudalmiddlefrontal_3                           , cortical  ,     3523.0 
146 , ctx-lh-precentral_1                                    , cortical  ,     2383.0 
147 , ctx-lh-precentral_2                                    , cortical  ,     2052.0 
148 , ctx-lh-precentral_3                                    , cortical  ,     1539.0 
149 , ctx-lh-precentral_4                                    , cortical  ,     2172.0 
150 , ctx-lh-precentral_5                                    , cortical  ,     2487.0 
151 , ctx-lh-precentral_6                                    , cortical  ,     2569.0 
152 , ctx-lh-paracentral_1                                   , cortical  ,     1545.0 
153 , ctx-lh-paracentral_2                                   , cortical  ,     1526.0 
154 , ctx-lh-paracentral_3                                   , cortical  ,     1411.0 
155 , ctx-lh-rostralanteriorcingulate_1                      , cortical  ,     3000.0 
156 , ctx-lh-caudalanteriorcingulate_1                       , cortical  ,     1930.0 
157 , ctx-lh-posteriorcingulate_1                            , cortical  ,     1836.0 
158 , ctx-lh-posteriorcingulate_2                            , cortical  ,     1657.0 
159 , ctx-lh-isthmuscingulate_1                              , cortical  ,     2464.0 
160 , ctx-lh-postcentral_1                                   , cortical  ,     1810.0 
