index, name                                                   , type      , volume-mm3 
1   , ctx-rh-lateralorbitofrontal                            , cortical  ,     7748.0 
2   , ctx-rh-parsorbitalis                                   , cortical  ,     2849.0 
3   , ctx-rh-frontalpole                                     , cortical  ,     1016.0 
4   , ctx-rh-medialorbitofrontal                             , cortical  ,     5362.0 
5   , ctx-rh-parstriangularis                                , cortical  ,     4933.0 
6   , ctx-rh-parsopercularis                                 , cortical  ,     4606.0 
7   , ctx-rh-rostralmiddlefrontal                            , cortical  ,    18326.0 
8   , ctx-rh-superiorfrontal                                 , cortical  ,    25770.0 
9   , ctx-rh-caudalmiddlefrontal                             , cortical  ,     6684.0 
10  , ctx-rh-precentral                                      , cortical  ,    13961.0 
11  , ctx-rh-paracentral                                     , cortical  ,     4745.0 
12  , ctx-rh-rostralanteriorcingulate                        , cortical  ,     2195.0 
13  , ctx-rh-caudalanteriorcingulate                         , cortical  ,     2140.0 
14  , ctx-rh-posteriorcingulate                              , cortical  ,     2868.0 
15  , ctx-rh-isthmuscingulate                                , cortical  ,     2329.0 
16  , ctx-rh-postcentral                                     , cortical  ,     8931.0 
17  , ctx-rh-supramarginal                                   , cortical  ,     9235.0 
18  , ctx-rh-superiorparietal                                , cortical  ,    14500.0 
19  , ctx-rh-inferiorparietal                                , cortical  ,    16417.0 
20  , ctx-rh-precuneus                                       , cortical  ,     9941.0 
21  , ctx-rh-cuneus                                          , cortical  ,     2711.0 
22  , ctx-rh-pericalcarine                                   , cortical  ,     2588.0 
23  , ctx-rh-lateraloccipital                                , cortical  ,    11621.0 
24  , ctx-rh-lingual                                         , cortical  ,     6851.0 
25  , ctx-rh-fusiform                                        , cortical  ,    10810.0 
26  , ctx-rh-parahippocampal                                 , cortical  ,     1886.0 
27  , ctx-rh-entorhinal                                      , cortical  ,     1403.0 
28  , ctx-rh-temporalpole                                    , cortical  ,     2846.0 
29  , ctx-rh-inferiortemporal                                , cortical  ,     8686.0 
30  , ctx-rh-middletemporal                                  , cortical  ,    11746.0 
31  , ctx-rh-bankssts                                        , cortical  ,     2730.0 
32  , ctx-rh-superiortemporal                                , cortical  ,    13235.0 
33  , ctx-rh-transversetemporal                              , cortical  ,      965.0 
34  , ctx-rh-insula                                          , cortical  ,     5948.0 
35  , Right-Thalamus_Proper                                  , subcortical,     7984.0 
36  , Right-Caudate                                          , subcortical,     3434.0 
37  , Right-Putamen                                          , subcortical,     4209.0 
38  , Right-Pallidum                                         , subcortical,     1570.0 
39  , Right-Accumbens_area                                   , subcortical,      534.0 
40  , Right-Hippocampus                                      , subcortical,     4130.0 
41  , Right-Amygdala                                         , subcortical,     1510.0 
42  , ctx-lh-lateralorbitofrontal                            , cortical  ,     8240.0 
43  , ctx-lh-parsorbitalis                                   , cortical  ,     2681.0 
44  , ctx-lh-frontalpole                                     , cortical  ,      956.0 
45  , ctx-lh-medialorbitofrontal                             , cortical  ,     5002.0 
46  , ctx-lh-parstriangularis                                , cortical  ,     3911.0 
47  , ctx-lh-parsopercularis                                 , cortical  ,     4957.0 
48  , ctx-lh-rostralmiddlefrontal                            , cortical  ,    19077.0 
49  , ctx-lh-superiorfrontal                                 , cortical  ,    27854.0 
50  , ctx-lh-caudalmiddlefrontal                             , cortical  ,     7225.0 
51  , ctx-lh-precentral                                      , cortical  ,    14111.0 
52  , ctx-lh-paracentral                                     , cortical  ,     3550.0 
53  , ctx-lh-rostralanteriorcingulate                        , cortical  ,     3137.0 
54  , ctx-lh-caudalanteriorcingulate                         , cortical  ,     1996.0 
55  , ctx-lh-posteriorcingulate                              , cortical  ,     2942.0 
56  , ctx-lh-isthmuscingulate                                , cortical  ,     1732.0 
57  , ctx-lh-postcentral                                     , cortical  ,    10475.0 
58  , ctx-lh-supramarginal                                   , cortical  ,    11567.0 
59  , ctx-lh-superiorparietal                                , cortical  ,    14243.0 
60  , ctx-lh-inferiorparietal                                , cortical  ,    13427.0 
61  , ctx-lh-precuneus                                       , cortical  ,    10188.0 
62  , ctx-lh-cuneus                                          , cortical  ,     2652.0 
63  , ctx-lh-pericalcarine                                   , cortical  ,     2399.0 
64  , ctx-lh-lateraloccipital                                , cortical  ,    11308.0 
65  , ctx-lh-lingual                                         , cortical  ,     5946.0 
66  , ctx-lh-fusiform                                        , cortical  ,     8202.0 
67  , ctx-lh-parahippocampal                                 , cortical  ,     1683.0 
68  , ctx-lh-entorhinal                                      , cortical  ,     1554.0 
69  , ctx-lh-temporalpole                                    , cortical  ,     2923.0 
70  , ctx-lh-inferiortemporal                                , cortical  ,    10776.0 
71  , ctx-lh-middletemporal                                  , cortical  ,    11657.0 
72  , ctx-lh-bankssts                                        , cortical  ,     3474.0 
73  , ctx-lh-superiortemporal                                , cortical  ,    13116.0 
74  , ctx-lh-transversetemporal                              , cortical  ,     1180.0 
75  , ctx-lh-insula                                          , cortical  ,     6439.0 
76  , Left-Thalamus_Proper                                   , subcortical,     8980.0 
77  , Left-Caudate                                           , subcortical,     3559.0 
78  , Left-Putamen                                           , subcortical,     3235.0 
79  , Left-Pallidum                                          , subcortical,     1637.0 
80  , Left-Accumbens_area                                    , subcortical,      356.0 
81  , Left-Hippocampus                                       , subcortical,     3631.0 
82  , Left-Amygdala                                          , subcortical,     1310.0 
83  , brainstem                                              , subcortical,    21754.0 
