name	x	y	z
A1	-34.080589	-19.194092	80.105926
A2	-51.749901	-23.29213	74.605484
A3	-59.762291	-23.355278	68.447846
A4	-71.58812	-24.558586	56.679901
A5	-81.634308	-1.03221900000001	47.811096
A6	-71.855408	27.124241	56.642517
A7	-80.386536	32.386925	42.050278
A8	-89.086761	31.639645	23.618073
A9	-91.200592	35.22913	9.731811
A10	-91.641365	36.681484	-9.950691
A11	-86.13166	39.284893	-25.182526
A12	-78.829392	42.045502	-44.172432
A13	-89.462822	13.050667	-49.290764
A14	-96.810936	13.247894	-29.926758
A15	-99.384651	12.50061	-14.260468
A16	-98.501473	12.178703	3.596649
A17	-95.810921	7.38355300000004	17.29216
A18	-90.919983	8.44444299999998	31.730911
A19	-81.792541	-20.9935	44.944519
A20	-89.111656	-20.405838	31.796173
A21	-95.720375	-19.4786	14.879807
A22	-99.135696	-14.62503	-0.432495
A23	-98.479202	-14.7264250000001	-21.397568
A24	-95.287102	-15.11422	-33.813324
A25	-89.197372	-13.234009	-48.647743
A26	-80.962929	-33.336937	-52.381248
A27	-87.345032	-33.497909	-34.563896
A28	-89.724251	-36.40535	-18.023811
A29	-89.678062	-39.706581	-2.921814
A30	-87.962769	-38.1136169999999	19.018417
A31	-80.188591	-44.707718	31.725784
A32	-75.041405	-40.114113	45.711807
B1	-40.427883	-28.593269	76.083969
B2	-54.493133	-39.405708	67.614487
B3	-59.37534	-58.142548	46.338715
B4	-64.348976	-60.651657	32.4021
B5	-73.718185	-56.729431	13.823669
B6	-73.32634	-57.249527	-0.815872
B7	-72.435181	-56.609207	-15.671173
B8	-68.784943	-53.497467	-34.928726
B9	-64.550697	-51.62265	-55.461693
B10	-48.933315	-66.283585	-29.65403
B11	-50.579159	-68.403458	-13.438934
B12	-53.153248	-70.03038	4.800369
B13	-56.603146	-67.599625	20.544052
B14	-26.581123	-78.182526	-5.744232
B15	-27.595192	-79.214523	9.405136
B16	-32.976181	-77.905334	23.734238
B17	-38.307404	-72.555603	38.974716
B18	-43.386471	-64.573441	50.723801
B19	-52.586208	-52.081604	61.291809
B20	-31.886284	-44.11528	71.352081
B21	-28.73307	-58.035248	62.57077
B22	-21.291847	-66.567123	52.477371
B23	-19.337021	-75.231125	40.430923
B24	-11.990227	-79.009003	30.000397
B25	-6.40128299999999	-80.744873	13.345764
B26	-2.032875	-81.148087	4.426514
B27	24.165413	-76.666733	10.948105
B28	18.005722	-76.12056	25.628616
B29	11.172203	-73.934082	35.355393
B30	6.30048399999999	-66.840698	46.360184
B31	-1.697434	-56.805328	59.825241
B32	-7.38109600000001	-43.187042	72.602554
C1	-22.471657	-22.484985	80.966965
C2	-14.367271	-30.617577	78.968552
C3	13.690002	-45.562637	65.477112
C4	31.566696	-49.678467	57.120132
C5	28.801102	-61.740616	44.201721
C6	39.692825	-65.773071	30.433685
C7	46.84964	-66.626907	17.180145
C8	66.956955	-46.584	33.396988
C9	57.123779	-45.878662	45.52594
C10	48.106995	-46.160507	53.01738
C11	5.465233	-29.230614	76.916443
C12	27.28746	-26.076889	73.033783
C13	39.451797	-26.937294	68.903656
C14	54.086044	-23.633644	63.055191
C15	66.450851	-22.532219	54.756332
C16	79.200729	-23.219223	42.865295
C17	83.950043	-0.01593	45.631302
C18	71.503754	0.271774	57.790131
C19	55.730789	-5.615494	66.819
C20	46.299149	-5.797287	72.09491
C21	28.008682	-7.285393	76.944367
C22	8.79109900000002	-10.29557	80.318848
C23	-8.21430200000001	-11.081268	83.317673
C24	1.487145	12.298882	81.689224
C25	20.750191	11.638916	79.00032
C26	34.97583	19.473282	72.640991
C27	52.196137	19.351074	66.163025
C28	66.547348	24.421284	54.781357
C29	78.37825	26.548882	43.985214
C30	59.434616	49.257935	40.448074
C31	50.329407	44.764755	52.785065
C32	41.044525	38.851757	61.822723
D1	-25.682953	-5.94725800000001	83.172745
D2	-18.605537	9.135193	83.372467
D3	5.45713799999999	33.427059	74.899918
D4	19.482231	41.796329	66.042297
D5	19.881302	55.390629	55.210373
D6	27.88826	63.64579	40.893799
D7	34.241562	68.5	28.093277
D8	8.78570599999999	77.091606	21.79213
D9	3.962334	72.545013	38.391067
D10	-3.11334200000001	65.363464	50.256409
D11	-6.887688	58.230301	58.498734
D12	-16.533241	46.539906	69.981064
D13	-15.647934	26.721989	78.959915
D14	-39.750092	14.086014	79.962326
D15	-43.728874	0.870315999999993	79.414688
D16	-55.835033	5.72546399999998	72.677566
D17	-61.767902	25.805157	67.405579
D18	-39.349483	34.482113	73.799408
D19	-36.532204	49.08971	66.043045
D20	-34.239616	63.220612	51.589798
D21	-27.202026	71.3927	41.562149
D22	-24.576355	77.251816	21.504623
D23	-18.882011	78.888077	8.64949
D24	-47.741955	71.255364	0.019363
D25	-50.165806	69.470238	19.026825
D26	-54.682762	64.043312	35.050827
D27	-60.768524	54.156944	46.328293
D28	-60.314403	42.176949	60.890152
D29	-76.969048	47.291801	29.356766
D30	-73.473473	55.706825	11.100632
D31	-69.4077	60.11388	-2.720001
D32	-66.494263	60.216629	-23.107857
