onset	duration	trial_type	trial_type_id	response_time	repsonse_accuracy	bad_epoch	outliers	direction	name_direction	event_num
50.24609375	0.2	RANDOM	0	NaN	0	0	1	0	NONE	1
52.166015625	0.2	COHERENT	1	NaN	0	0	1	0	RIGHT	2
53.9658203125	0.2	COHERENT	1	NaN	0	0	1	180	LEFT	3
54.85595703125	0.2	COHERENT	1	NaN	0	0	1	180	LEFT	6
56.95556640625	0.2	RANDOM	0	1.00072322709002	1	0	0	0	NONE	7
NaN	0.2	RANDOM	0	NaN	0	1	1	0	NONE	NaN
60.4052734375	0.2	RANDOM	0	NaN	0	0	1	0	NONE	9
62.47509765625	0.2	COHERENT	1	NaN	0	0	1	0	RIGHT	10
64.34521484375	0.2	COHERENT	1	0.704111075124274	1	0	0	0	RIGHT	11
65.865234375	0.2	RANDOM	0	NaN	0	0	1	0	NONE	14
67.64501953125	0.2	COHERENT	1	NaN	0	0	1	180	LEFT	15
69.5947265625	0.2	RANDOM	0	NaN	0	0	1	0	NONE	16
70.4345703125	0.2	COHERENT	1	NaN	0	0	1	180	LEFT	21
72.2646484375	0.2	RANDOM	0	NaN	0	0	1	0	NONE	24
74.20458984375	0.2	COHERENT	1	NaN	0	0	1	0	RIGHT	26
NaN	0.2	RANDOM	0	NaN	0	1	1	0	NONE	NaN
77.82421875	0.2	RANDOM	0	NaN	0	0	1	0	NONE	27
NaN	0.2	COHERENT	1	NaN	0	1	1	0	RIGHT	NaN
81.14404296875	0.2	RANDOM	0	NaN	0	0	1	0	NONE	30
83.173828125	0.2	COHERENT	1	0.774693330282389	1	0	0	0	RIGHT	31
84.763671875	0.2	RANDOM	0	NaN	0	0	1	0	NONE	34
86.84326171875	0.2	RANDOM	0	1.14395116828655	1	0	0	0	NONE	35
NaN	0.2	COHERENT	1	NaN	0	1	1	180	LEFT	NaN
NaN	0.2	RANDOM	0	NaN	0	1	1	0	NONE	NaN
92.23291015625	0.2	COHERENT	1	NaN	0	0	1	0	RIGHT	37
94.203125	0.2	RANDOM	0	NaN	0	0	1	0	NONE	38
96.1728515625	0.2	COHERENT	1	NaN	0	0	1	180	LEFT	39
98.25244140625	0.2	COHERENT	1	NaN	0	0	1	0	RIGHT	40
100.22265625	0.2	RANDOM	0	NaN	0	0	1	0	NONE	41
102.1923828125	0.2	COHERENT	1	NaN	0	0	1	180	LEFT	42
104.072265625	0.2	RANDOM	0	NaN	0	0	1	0	NONE	43
105.9619140625	0.2	COHERENT	1	NaN	0	0	1	180	LEFT	44
