index, name                                                   , type      , volume-mm3 
1   , ctx-rh-lateralorbitofrontal                            , cortical  ,     7706.0 
2   , ctx-rh-parsorbitalis                                   , cortical  ,     2651.0 
3   , ctx-rh-frontalpole                                     , cortical  ,      945.0 
4   , ctx-rh-medialorbitofrontal                             , cortical  ,     5225.0 
5   , ctx-rh-parstriangularis                                , cortical  ,     4207.0 
6   , ctx-rh-parsopercularis                                 , cortical  ,     4342.0 
7   , ctx-rh-rostralmiddlefrontal                            , cortical  ,    17650.0 
8   , ctx-rh-superiorfrontal                                 , cortical  ,    18407.0 
9   , ctx-rh-caudalmiddlefrontal                             , cortical  ,     4830.0 
10  , ctx-rh-precentral                                      , cortical  ,    13932.0 
11  , ctx-rh-paracentral                                     , cortical  ,     3353.0 
12  , ctx-rh-rostralanteriorcingulate                        , cortical  ,     1972.0 
13  , ctx-rh-caudalanteriorcingulate                         , cortical  ,     2308.0 
14  , ctx-rh-posteriorcingulate                              , cortical  ,     2596.0 
15  , ctx-rh-isthmuscingulate                                , cortical  ,     2193.0 
16  , ctx-rh-postcentral                                     , cortical  ,     9916.0 
17  , ctx-rh-supramarginal                                   , cortical  ,     9780.0 
18  , ctx-rh-superiorparietal                                , cortical  ,    10804.0 
19  , ctx-rh-inferiorparietal                                , cortical  ,    16591.0 
20  , ctx-rh-precuneus                                       , cortical  ,     9078.0 
21  , ctx-rh-cuneus                                          , cortical  ,     2469.0 
22  , ctx-rh-pericalcarine                                   , cortical  ,     1747.0 
23  , ctx-rh-lateraloccipital                                , cortical  ,    10933.0 
24  , ctx-rh-lingual                                         , cortical  ,     6970.0 
25  , ctx-rh-fusiform                                        , cortical  ,    10598.0 
26  , ctx-rh-parahippocampal                                 , cortical  ,     2102.0 
27  , ctx-rh-entorhinal                                      , cortical  ,     1928.0 
28  , ctx-rh-temporalpole                                    , cortical  ,     2298.0 
29  , ctx-rh-inferiortemporal                                , cortical  ,    11287.0 
30  , ctx-rh-middletemporal                                  , cortical  ,    12263.0 
31  , ctx-rh-bankssts                                        , cortical  ,     2917.0 
32  , ctx-rh-superiortemporal                                , cortical  ,    10929.0 
33  , ctx-rh-transversetemporal                              , cortical  ,      837.0 
34  , ctx-rh-insula                                          , cortical  ,     6049.0 
35  , Right-Thalamus_Proper                                  , subcortical,     9733.0 
36  , Right-Caudate                                          , subcortical,     4530.0 
37  , Right-Putamen                                          , subcortical,     5118.0 
38  , Right-Pallidum                                         , subcortical,     2275.0 
39  , Right-Accumbens_area                                   , subcortical,      517.0 
40  , Right-Hippocampus                                      , subcortical,     4734.0 
41  , Right-Amygdala                                         , subcortical,     1852.0 
42  , ctx-lh-lateralorbitofrontal                            , cortical  ,     7805.0 
43  , ctx-lh-parsorbitalis                                   , cortical  ,     1957.0 
44  , ctx-lh-frontalpole                                     , cortical  ,      795.0 
45  , ctx-lh-medialorbitofrontal                             , cortical  ,     5321.0 
46  , ctx-lh-parstriangularis                                , cortical  ,     3106.0 
47  , ctx-lh-parsopercularis                                 , cortical  ,     6307.0 
48  , ctx-lh-rostralmiddlefrontal                            , cortical  ,    15150.0 
49  , ctx-lh-superiorfrontal                                 , cortical  ,    20944.0 
50  , ctx-lh-caudalmiddlefrontal                             , cortical  ,     5944.0 
51  , ctx-lh-precentral                                      , cortical  ,    14056.0 
52  , ctx-lh-paracentral                                     , cortical  ,     3161.0 
53  , ctx-lh-rostralanteriorcingulate                        , cortical  ,     2127.0 
54  , ctx-lh-caudalanteriorcingulate                         , cortical  ,     1442.0 
55  , ctx-lh-posteriorcingulate                              , cortical  ,     2862.0 
56  , ctx-lh-isthmuscingulate                                , cortical  ,     2281.0 
57  , ctx-lh-postcentral                                     , cortical  ,    11226.0 
58  , ctx-lh-supramarginal                                   , cortical  ,    11625.0 
59  , ctx-lh-superiorparietal                                , cortical  ,    12150.0 
60  , ctx-lh-inferiorparietal                                , cortical  ,    13947.0 
61  , ctx-lh-precuneus                                       , cortical  ,     9133.0 
62  , ctx-lh-cuneus                                          , cortical  ,     2600.0 
63  , ctx-lh-pericalcarine                                   , cortical  ,     2115.0 
64  , ctx-lh-lateraloccipital                                , cortical  ,    10865.0 
65  , ctx-lh-lingual                                         , cortical  ,     5622.0 
66  , ctx-lh-fusiform                                        , cortical  ,     9974.0 
67  , ctx-lh-parahippocampal                                 , cortical  ,     2048.0 
68  , ctx-lh-entorhinal                                      , cortical  ,     1953.0 
69  , ctx-lh-temporalpole                                    , cortical  ,     2893.0 
70  , ctx-lh-inferiortemporal                                , cortical  ,    13151.0 
71  , ctx-lh-middletemporal                                  , cortical  ,    10100.0 
72  , ctx-lh-bankssts                                        , cortical  ,     3056.0 
73  , ctx-lh-superiortemporal                                , cortical  ,    10574.0 
74  , ctx-lh-transversetemporal                              , cortical  ,     1084.0 
75  , ctx-lh-insula                                          , cortical  ,     5973.0 
76  , Left-Thalamus_Proper                                   , subcortical,     9850.0 
77  , Left-Caudate                                           , subcortical,     4611.0 
78  , Left-Putamen                                           , subcortical,     4924.0 
79  , Left-Pallidum                                          , subcortical,     2199.0 
80  , Left-Accumbens_area                                    , subcortical,      342.0 
81  , Left-Hippocampus                                       , subcortical,     4477.0 
82  , Left-Amygdala                                          , subcortical,     1518.0 
83  , brainstem                                              , subcortical,    24381.0 
