onset	duration	trial_type	trial_type_id	response_time	repsonse_accuracy	bad_epoch	outliers	direction	name_direction	event_num
34.9140625	0.2	RANDOM	0	NaN	0	0	1	0	NONE	1
36.94384765625	0.2	RANDOM	0	0.674016326048331	1	0	0	0	NONE	2
38.244140625	0.2	RANDOM	0	0.63309375101926	1	0	0	0	NONE	6
39.73388671875	0.2	RANDOM	0	0.539950340900759	1	0	0	0	NONE	10
41.06396484375	0.2	COHERENT	1	0.40987078733724	1	0	0	180	LEFT	14
42.20361328125	0.2	RANDOM	0	0.594674354389099	1	0	0	0	NONE	18
43.41357421875	0.2	RANDOM	0	0.523457374430109	1	0	0	0	NONE	22
44.66357421875	0.2	RANDOM	0	0.544407042826606	1	0	0	0	NONE	26
46.08349609375	0.2	RANDOM	0	0.624115451067155	1	0	0	0	NONE	30
47.533203125	0.2	COHERENT	1	0.515079438862813	1	0	0	180	LEFT	34
48.67333984375	0.2	RANDOM	0	0.622886047278371	1	0	0	0	NONE	38
50.0029296875	0.2	COHERENT	1	0.937722080490857	1	0	0	180	LEFT	42
51.64306640625	0.2	COHERENT	1	0.738536028503404	1	0	0	180	LEFT	45
53.052734375	0.2	COHERENT	1	0.833319649815166	1	0	0	180	LEFT	49
54.79248046875	0.2	COHERENT	1	0.738957400388244	1	0	0	0	RIGHT	52
56.3125	0.2	COHERENT	1	0.494903996030189	1	0	0	180	LEFT	55
57.47265625	0.2	COHERENT	1	0.772658699638669	1	0	0	180	LEFT	59
58.88232421875	0.2	RANDOM	0	0.55357610712781	1	0	0	0	NONE	63
60.1123046875	0.2	COHERENT	1	0.653402306316821	1	0	0	0	RIGHT	67
61.51220703125	0.2	COHERENT	1	0.469197594436991	1	0	0	180	LEFT	71
62.8818359375	0.2	RANDOM	0	0.729957065947929	1	0	0	0	NONE	75
64.36181640625	0.2	COHERENT	1	0.659875918657235	1	0	0	0	RIGHT	79
65.921875	0.2	RANDOM	0	0.629632223237422	1	0	0	0	NONE	82
67.2216796875	0.2	RANDOM	0	0.713436631825971	1	0	0	0	NONE	86
68.82177734375	0.2	RANDOM	0	0.7651965536852	1	0	0	0	NONE	89
70.29150390625	0.2	RANDOM	0	0.598151276128192	1	0	0	0	NONE	93
71.7412109375	0.2	COHERENT	1	0.54990570445716	1	0	0	0	RIGHT	97
72.89111328125	0.2	COHERENT	1	NaN	0	0	1	0	RIGHT	101
74.31103515625	0.2	RANDOM	0	0.634437854891075	1	0	0	0	NONE	105
75.76123046875	0.2	RANDOM	0	0.604402128833499	1	0	0	0	NONE	109
77.22119140625	0.2	COHERENT	1	0.509057684483196	1	0	0	180	LEFT	113
78.5107421875	0.2	RANDOM	0	0.544983259825131	1	0	0	0	NONE	117
79.8408203125	0.2	RANDOM	0	0.679741067579926	1	0	0	0	NONE	121
81.380859375	0.2	RANDOM	0	0.759636014377065	1	0	0	0	NONE	124
82.900390625	0.2	RANDOM	0	0.589427731099022	1	0	0	0	NONE	127
84.38037109375	0.2	COHERENT	1	0.709102779725981	1	0	0	0	RIGHT	131
85.68017578125	0.2	RANDOM	0	0.748174155777633	1	0	0	0	NONE	135
