name	x	y	z	Var5
A1	-7.71392800000001	7.29333500000001	81.91272	
A2	-22.933983	6.758484	80.770889	
A3	-34.9282	6.368263	77.718552	
A4	-50.683109	6.953987	69.699661	
A5	-59.213745	24.945919	61.385437	
A6	-51.123417	45.202309	57.773102	
A7	-60.079807	47.102646	48.963165	
A8	-74.415138	40.571819	36.056152	
A9	-79.112442	44.031006	21.786896	
A10	-83.326469	42.835159	5.825699	
A11	-81.010513	44.801857	-9.671112	
A12	-79.325012	44.455757	-24.68853	
A13	-91.135307	20.9655	-25.299789	
A14	-94.304382	24.360329	-5.390854	
A15	-92.440063	23.255489	8.632126	
A16	-87.971458	25.020775	22.618362	
A17	-81.074615	24.612755	37.101456	
A18	-68.709152	27.629185	51.564056	
A19	-62.056908	3.079292	62.689133	
A20	-74.641373	1.73453499999998	49.614929	
A21	-85.647522	-0.469017000000016	35.742279	
A22	-90.305389	-2.257072	26.447052	
A23	-95.43219	-6.165649	8.197205	
A24	-96.677582	-5.92539199999998	-7.278687	
A25	-94.226578	-5.69087200000002	-24.871536	
A26	-88.977158	-29.68692	-24.746857	
A27	-91.040848	-30.686531	-6.533417	
A28	-90.004761	-28.445999	9.252121	
A29	-84.36615	-31.433929	22.405991	
A30	-76.586136	-30.08786	37.61293	
A31	-66.184296	-28.597649	52.042618	
A32	-53.988716	-25.329491	64.322479	
B1	-12.705299	-4.11612699999999	82.615021	
B2	-27.614349	-17.731125	78.628479	
B3	-42.134144	-42.394119	64.185715	
B4	-48.732307	-50.155045	52.616638	
B5	-65.440109	-46.7733	38.696487	
B6	-70.292725	-50.957107	22.171829	
B7	-73.534073	-51.348801	8.211441	
B8	-73.62616	-52.73233	-10.068893	
B9	-75.487747	-48.560562	-27.201225	
B10	-54.886421	-66.80394	-11.652115	
B11	-53.666882	-65.949783	7.23822	
B12	-48.765823	-66.469391	19.779953	
B13	-48.058498	-60.173645	38.648361	
B14	-27.428078	-72.718658	6.43605	
B15	-23.954475	-73.431931	23.778503	
B16	-23.25679	-68.9216	39.334518	
B17	-25.855698	-60.872696	52.976135	
B18	-23.467751	-51.660995	62.678696	
B19	-26.408302	-40.401047	70.53157	
B20	-10.557175	-23.123634	79.373169	
B21	-7.302986	-38.759598	73.076553	
B22	-5.81204999999999	-51.073975	64.052978	
B23	-2.56410200000002	-61.75293	52.596008	
B24	-2.21363100000003	-69.371994	40.755768	
B25	-0.654457000000009	-73.55777	25.409653	
B26	-0.738236	-75.668243	9.892853	
B27	28.027924	-68.797287	9.964355	
B28	27.33403	-65.334992	25.672745	
B29	23.08738	-59.663498	41.986298	
B30	22.463074	-51.868805	52.347122	
B31	17.034233	-42.829758	63.283127	
B32	12.983566	-35.024941	70.602676	
C1	2.81858099999998	0.199836999999999	82.541824	
C2	12.421669	-7.154327	80.294724	
C3	35.585297	-31.464424	62.264481	
C4	44.802902	-37.151764	52.908646	
C5	45.422241	-46.827881	42.386017	
C6	50.449356	-52.829254	28.905167	
C7	54.737534	-56.457428	12.498123	
C8	75.902206	-38.850204	15.083023	
C9	69.762726	-36.723206	29.679962	
C10	61.043991	-33.415741	42.810257	
C11	29.991363	-11.014603	74.287033	
C12	46.249344	-7.048439	67.367615	
C13	61.23941	-11.360176	57.867737	
C14	73.679764	-8.75116	48.700272	
C15	84.782364	-10.819824	34.036301	
C16	92.771378	-12.445267	21.459045	
C17	93.295166	13.565575	24.169434	
C18	86.982269	10.469711	36.443604	
C19	78.607941	9.146004	47.330124	
C20	67.328766	8.742462	56.900131	
C21	53.190277	9.051117	65.519455	
C22	40.050156	9.702148	71.850967	
C23	18.152603	10.762131	79.278809	
C24	29.559235	28.21661	70.550201	
C25	43.176315	29.512478	63.864716	
C26	56.68811	31.129852	53.46376	
C27	71.813782	30.412998	42.938888	
C28	80.952286	30.673962	31.070038	
C29	88.602203	34.012806	18.50383	
C30	67.532288	55.522579	11.04866	
C31	63.376633	51.220383	25.223862	
C32	54.898026	47.530186	39.539749	
D1	2.03505700000001	17.634316	80.721664	
D2	7.074272	26.447041	78.138397	
D3	27.86232	47.454262	57.51654	
D4	36.312424	51.619007	49.001053	
D5	31.314362	61.48801	35.57225	
D6	36.663544	68.010902	19.850922	
D7	44.265884	68.592697	5.174042	
D8	14.972099	74.964966	4.453796	
D9	13.356186	74.020264	21.811249	
D10	10.467835	72.014366	31.035843	
D11	10.204651	63.212345	45.822708	
D12	5.27236200000001	57.504913	56.358124	
D13	8.46790300000001	46.190979	65.130371	
D14	-12.362152	36.759403	74.261246	
D15	-15.381279	24.56385	79.326904	
D16	-31.110504	27.017857	76.166962	
D17	-35.251526	42.471569	68.001633	
D18	-14.799583	49.734608	67.11583	
D19	-13.250511	58.743225	57.876358	
D20	-16.687195	67.307152	47.807678	
D21	-14.832443	74.680389	34.230987	
D22	-12.637116	76.578316	20.318115	
D23	-13.000198	76.70433	2.382431	
D24	-40.65704	70.88163	3.444122	
D25	-38.558727	71.470207	24.463989	
D26	-39.707554	69.281197	34.67749	
D27	-38.146996	62.586235	48.695557	
D28	-38.166119	54.788025	57.033814	
D29	-56.716744	58.91869	35.986572	
D30	-61.905685	60.878098	20.93132	
D31	-64.938072	60.773296	1.589859	
D32	-65.979355	60.067459	-12.385239	
